label,timestamp,rgb_source_topic,calibration_used,median_filter_applied,openpose_conf_threshold,num_2d_peaks_detected_raw,num_2d_peaks_above_conf,num_3d_points_initial,num_3d_points_final,x0_rel,y0_rel,z0_rel,x1_rel,y1_rel,z1_rel,x2_rel,y2_rel,z2_rel,x3_rel,y3_rel,z3_rel,x4_rel,y4_rel,z4_rel,x5_rel,y5_rel,z5_rel,x6_rel,y6_rel,z6_rel,x7_rel,y7_rel,z7_rel,x8_rel,y8_rel,z8_rel,x9_rel,y9_rel,z9_rel,x10_rel,y10_rel,z10_rel,x11_rel,y11_rel,z11_rel,x12_rel,y12_rel,z12_rel,x13_rel,y13_rel,z13_rel,x14_rel,y14_rel,z14_rel,x15_rel,y15_rel,z15_rel,x16_rel,y16_rel,z16_rel,x17_rel,y17_rel,z17_rel,x18_rel,y18_rel,z18_rel,x19_rel,y19_rel,z19_rel,x20_rel,y20_rel,z20_rel
pinch,2025-05-16T20:16:46.911366,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.040228,0.019658,-0.011000,-0.069977,-0.014381,0.012000,-0.121053,-0.015819,0.022000,,,,-0.079410,0.047646,0.000000,-0.129439,0.054081,0.007000,-0.150322,0.058752,0.010000,-0.164200,0.060623,0.014000,-0.073930,0.029171,-0.018000,-0.121725,0.041776,-0.019000,-0.150776,0.037172,-0.005000,,,,-0.071963,0.006319,-0.027000,-0.126261,0.004154,-0.006000,-0.137890,-0.002788,0.005000,-0.141395,-0.008551,0.009000,-0.066939,-0.020242,0.010000,-0.106400,-0.024750,0.024000,-0.123030,-0.024768,0.026000,-0.132258,-0.024690,0.017000
pinch,2025-05-16T20:16:50.353068,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.035297,-0.004617,-0.006000,-0.079601,0.007774,-0.021000,-0.126500,-0.008862,-0.001000,-0.132738,-0.033927,0.013000,-0.092274,0.037750,-0.006000,-0.128541,0.041945,-0.008000,-0.152650,0.035083,-0.003000,,,,-0.084827,0.034659,-0.008000,-0.129998,0.039030,-0.008000,-0.156724,0.031236,0.004000,,,,-0.083091,0.025623,-0.012000,-0.128541,0.037573,-0.008000,-0.158533,0.029910,0.006000,,,,-0.079601,0.010639,-0.021000,-0.121255,0.002602,-0.008000,-0.136412,-0.008641,0.007000,-0.133706,-0.027950,0.009000
pinch,2025-05-16T20:16:58.836363,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.028426,-0.007866,-0.009000,-0.058611,-0.024046,0.000000,-0.094043,-0.039083,0.009000,-0.119883,-0.043643,0.009000,-0.090826,0.029277,-0.009000,-0.095563,-0.043643,0.009000,-0.118363,-0.040603,0.009000,,,,-0.083143,0.024577,-0.012000,-0.122830,0.037701,-0.014000,-0.152430,0.031117,-0.005000,-0.162676,0.010644,0.002000,-0.079454,0.016534,-0.021000,-0.124307,0.037701,-0.014000,-0.127743,-0.010520,0.000000,-0.134146,-0.023810,0.013000,-0.074840,0.010491,-0.024000,-0.112989,0.002482,-0.010000,-0.126240,-0.010520,0.000000,-0.129563,-0.028393,0.013000
pinch,2025-05-16T20:17:03.725374,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.028143,-0.004570,-0.004000,-0.059038,-0.013463,-0.006000,-0.104599,-0.015822,0.035000,-0.127856,-0.011170,0.035000,-0.081690,0.049064,0.001000,-0.115482,0.069484,0.010000,-0.145861,0.066716,0.012000,,,,-0.080314,0.035770,-0.016000,-0.120336,0.049793,-0.021000,-0.151008,0.042850,-0.002000,,,,-0.078703,0.028356,-0.018000,-0.130794,0.013983,0.012000,-0.136348,0.011310,0.019000,-0.139690,0.008359,0.021000,-0.076790,0.013535,-0.024000,-0.099748,-0.018944,0.033000,-0.117608,-0.014190,0.040000,-0.123848,-0.011070,0.040000
scissor,2025-05-16T20:23:02.236490,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.025889,-0.017797,0.017000,-0.054500,-0.034769,0.035000,-0.089440,-0.044354,0.056000,,,,-0.091032,-0.010202,0.012000,-0.136374,-0.006430,0.027000,-0.165123,-0.004757,0.029000,,,,-0.089189,0.017406,0.008000,-0.141873,0.019951,0.021000,-0.169197,0.020260,0.025000,-0.192826,0.020260,0.025000,-0.083149,0.033023,0.010000,-0.125090,0.050190,0.025000,-0.151169,0.058803,0.031000,-0.169289,0.067266,0.035000,-0.069326,0.050267,0.012000,-0.096736,0.076969,0.025000,-0.109723,0.090214,0.029000,,,
scissor,2025-05-16T20:23:07.963741,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.039314,-0.004699,-0.004000,-0.080126,-0.015194,-0.002000,-0.122900,-0.008586,0.015000,-0.146334,-0.002332,0.017000,-0.091015,-0.002947,0.002000,-0.129071,-0.002414,0.015000,-0.157161,0.008494,0.017000,,,,-0.081366,0.013257,-0.006000,-0.123014,0.016854,0.003000,-0.154357,0.020311,0.009000,-0.179048,0.026514,0.010000,-0.073968,0.028448,-0.004000,,,,-0.152515,0.020172,0.007000,-0.179048,0.028048,0.010000,-0.063510,0.042204,-0.002000,-0.075071,0.045414,0.015000,-0.079445,0.045014,0.011000,-0.066726,0.044114,0.002000
scissor,2025-05-16T20:23:35.733881,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.041550,-0.001598,0.000000,-0.081522,-0.011076,0.004000,-0.126225,-0.003808,0.028000,-0.168341,0.001474,0.036000,-0.092852,-0.009323,0.009000,-0.131179,-0.005459,0.028000,-0.156312,-0.000349,0.032000,-0.178341,0.004808,0.036000,-0.087920,0.009693,0.002000,-0.130746,0.018879,0.021000,-0.157787,0.024402,0.030000,-0.181436,0.031324,0.034000,-0.079922,0.029217,0.006000,,,,-0.144005,0.032138,0.023000,-0.171244,0.031173,0.032000,-0.071801,0.046350,0.017000,,,,,,,-0.075056,0.049807,0.019000
scissor,2025-05-16T20:23:43.130594,/camera/rgb/image_rect_color,False,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,-0.046597,0.001830,0.007000,-0.088740,-0.003313,0.017000,-0.127383,0.005912,0.040000,-0.146600,0.012467,0.014000,-0.097631,0.009064,0.019000,-0.136573,0.018615,0.042000,-0.163306,0.026361,0.055000,-0.178717,0.024750,0.061000,-0.090335,0.021177,0.012000,-0.130543,0.034512,0.034000,-0.154969,0.040492,0.045000,-0.179190,0.049888,0.050000,-0.076226,0.040172,0.007000,-0.103395,0.048548,0.029000,-0.138217,0.036610,0.040000,-0.162445,0.044239,0.047000,-0.064026,0.054115,0.007000,-0.078509,0.056044,0.034000,-0.090902,0.052117,0.029000,-0.094657,0.056044,0.034000
scissor,2025-05-16T20:23:57.629466,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.024080,0.029240,0.000000,-0.079453,-0.001413,0.014000,-0.079691,0.087091,0.024000,,,,-0.061953,0.053900,0.007000,-0.079691,0.083560,0.024000,,,,,,,-0.075880,0.033280,0.010000,-0.107943,0.062371,0.024000,-0.129903,0.079339,0.034000,-0.145777,0.089810,0.032000,-0.086377,0.017714,0.012000,-0.129363,0.030757,0.027000,-0.156463,0.034600,0.032000,-0.180529,0.045786,0.039000,-0.090215,-0.003000,0.022000,-0.074358,0.074524,0.022000,-0.083306,0.090986,0.027000,-0.094325,0.108310,0.037000
scissor,2025-05-16T20:24:03.599680,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.039279,0.008774,0.007000,-0.086190,0.003783,0.016000,-0.130266,0.013490,0.047000,-0.158038,0.019168,0.054000,-0.065224,0.050430,0.009000,-0.135231,0.025862,0.041000,-0.161472,0.031800,0.052000,,,,-0.079139,0.034998,0.012000,-0.129501,0.036347,0.036000,-0.153457,0.043996,0.044000,-0.174410,0.046453,0.054000,-0.089684,0.019503,0.016000,-0.131286,0.032777,0.036000,-0.155257,0.038596,0.044000,-0.176229,0.048272,0.054000,-0.058304,0.053742,0.007000,-0.079528,0.064903,0.036000,-0.086619,0.062949,0.034000,,,
scissor,2025-05-16T20:24:07.751531,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.039224,0.000146,0.009000,-0.082757,-0.004950,0.019000,-0.133657,-0.001088,0.044000,,,,-0.072217,0.045672,0.016000,-0.130057,0.006112,0.044000,-0.161004,0.016446,0.030000,,,,-0.084444,0.024712,0.016000,-0.129501,0.027354,0.036000,-0.149857,0.033112,0.044000,-0.172364,0.031701,0.052000,-0.093271,0.009070,0.019000,-0.136871,0.016746,0.039000,-0.160963,0.020624,0.047000,-0.183505,0.029979,0.054000,-0.065229,0.050770,0.014000,-0.081186,0.053612,0.029000,-0.156219,-0.000945,0.054000,,,
scissor,2025-05-16T20:24:11.430047,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.028720,0.023777,0.002000,-0.060954,0.048979,-0.002000,-0.088120,0.079783,0.002000,-0.110590,0.106127,0.009000,-0.069451,0.047537,0.002000,-0.088120,0.076389,0.002000,-0.102037,0.092443,0.009000,,,,-0.085228,0.031294,0.019000,-0.113200,0.061072,0.024000,-0.134234,0.078651,0.026000,-0.152682,0.093690,0.036000,-0.092220,0.015780,0.021000,-0.128166,0.037406,0.038000,-0.155690,0.046815,0.048000,-0.178120,0.054480,0.056000,-0.094539,0.000309,0.036000,-0.131551,0.016757,0.059000,-0.147520,0.022080,0.056000,-0.165503,0.031735,0.072000
scissor,2025-05-16T20:24:16.028077,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.031789,0.020166,0.002000,-0.086051,0.022288,0.018000,-0.141971,0.040886,0.050000,,,,-0.100855,0.012413,0.042000,-0.135880,0.034269,0.062000,-0.160452,0.051921,0.057000,,,,-0.086146,0.029235,0.021000,-0.130948,0.045938,0.045000,-0.154890,0.055367,0.055000,-0.091814,0.075043,0.035000,-0.091294,0.018938,0.021000,-0.127424,0.044176,0.045000,-0.095300,0.075043,0.035000,-0.175105,0.061048,0.060000,-0.060329,0.044986,-0.005000,-0.070600,0.066451,0.014000,-0.069033,0.082814,0.025000,-0.063985,0.095113,0.043500
scissor,2025-05-16T20:24:27.112877,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.031781,0.021865,0.002000,-0.089341,0.013851,0.016000,-0.142401,0.037138,0.037000,-0.181871,0.055176,0.045000,-0.097956,0.020749,0.018000,-0.137575,0.030375,0.042000,-0.163361,0.045871,0.037000,-0.179724,0.058474,0.042000,-0.092578,0.025593,0.011000,-0.135090,0.042146,0.033000,-0.158121,0.051111,0.037000,-0.179724,0.058474,0.042000,-0.092754,0.018971,0.016000,-0.129648,0.038505,0.030000,-0.156374,0.044125,0.037000,,,,-0.092930,0.003692,0.021000,-0.134063,0.018082,0.042000,-0.146633,0.023462,0.045000,-0.086259,0.060880,0.028000
scissor,2025-05-16T20:24:31.266802,/camera/rgb/image_rect_color,False,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,-0.021528,0.023350,0.002000,-0.044698,0.043873,0.011000,-0.131679,0.025871,0.025000,,,,-0.083426,0.030403,0.011000,-0.126401,0.020677,0.023000,-0.144761,0.033250,0.037000,,,,-0.090328,0.013684,0.016000,-0.126401,0.025797,0.023000,-0.141117,0.033161,0.035000,-0.158163,0.046081,0.049000,-0.090394,0.003549,0.018000,-0.122092,0.012407,0.035000,-0.097388,0.037744,0.023000,-0.111434,0.050137,0.030000,-0.088791,-0.006631,0.021000,-0.126051,0.005589,0.042000,-0.140601,0.009201,0.049000,-0.087295,0.056874,0.028000
scissor,2025-05-16T20:24:35.078981,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,-0.021920,0.025486,0.002000,-0.043830,0.048022,0.009000,-0.139480,0.035333,0.028000,,,,-0.083280,0.039760,0.014000,-0.113063,0.061210,0.024000,-0.153257,0.036971,0.026000,-0.167406,0.037141,-0.002000,-0.091880,0.024280,0.014000,-0.130233,0.040167,0.021000,-0.154238,0.055133,0.036000,-0.173263,0.068507,0.048000,-0.095672,0.012516,0.024000,-0.132343,0.031743,0.026000,-0.153748,0.046005,0.031000,-0.173263,0.063152,0.048000,-0.092100,0.002033,0.021000,-0.131333,0.014610,0.036000,-0.154434,0.023497,0.038000,-0.165947,0.028787,0.000000
scissor,2025-05-16T20:24:38.612500,/camera/rgb/image_rect_color,False,True,-1.0,21,21,18,18,0.000000,0.000000,0.000000,-0.035146,0.017005,0.005000,-0.072399,0.040711,0.005000,-0.091166,0.025771,0.012000,,,,-0.100201,0.009110,0.029000,-0.139832,0.019368,0.024000,-0.165740,0.034043,0.007000,-0.188978,0.043970,0.003000,-0.092916,0.019015,0.014000,-0.135052,0.028858,0.005000,-0.162146,0.039018,0.005000,-0.185599,0.042281,0.003000,-0.082580,0.032346,0.007000,-0.114499,0.053882,0.000000,-0.127006,0.075265,0.012000,,,,-0.065643,0.047350,0.003000,-0.085974,0.074774,0.007000,-0.089495,0.089145,0.014000,,,
basic,2025-05-20T19:47:50.371722,/camera/rgb/image_rect_color,False,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,0.006882,-0.028996,0.010000,,,,0.063266,-0.063416,-0.005000,0.076993,-0.065056,-0.001000,0.063266,-0.060830,-0.005000,0.097539,-0.063863,0.016000,0.094030,-0.059477,0.011000,0.085431,-0.055077,0.005000,0.070277,-0.038649,-0.009000,0.099940,-0.041348,0.019000,0.091484,-0.038250,0.010000,0.078366,-0.034663,-0.012000,0.073482,-0.015577,-0.004000,0.099851,-0.022625,0.020000,0.092706,-0.021087,0.011000,0.078786,-0.016856,-0.005000,0.075186,0.005260,0.003000,0.093539,0.000137,0.016000,0.092206,-0.001196,0.016000,0.088056,-0.002582,0.005000
basic,2025-05-20T19:48:13.636728,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.019901,-0.025026,0.009000,0.056279,-0.045940,0.010000,0.090592,-0.050823,0.003000,0.108104,-0.049103,0.017000,0.084391,-0.068588,0.014000,0.124381,-0.062317,0.036000,0.126032,-0.050607,0.036000,0.117408,-0.044153,0.021000,0.093743,-0.046035,0.003000,0.126248,-0.030635,0.033000,0.116143,-0.019789,0.017000,0.100158,-0.017366,0.002000,0.093866,-0.018959,0.002000,0.123112,-0.005785,0.031000,0.110781,0.000488,0.006000,0.093743,0.001840,0.003000,0.093743,0.008223,0.003000,0.115527,0.016756,0.024000,0.106497,0.020925,0.017000,0.093008,0.020050,0.009000
basic,2025-05-20T19:48:18.308347,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.016447,-0.020148,0.011000,0.047369,-0.041384,0.009000,0.077971,-0.051145,0.008000,0.096487,-0.051036,0.014000,0.074477,-0.069079,0.021000,0.116674,-0.060727,0.043000,0.123845,-0.043859,0.037000,0.123845,-0.030345,0.037000,0.081173,-0.052767,0.008000,0.119085,-0.033848,0.034000,0.121455,-0.019271,0.025000,0.115247,-0.006306,0.021000,0.080559,-0.028800,0.001000,0.118508,-0.011262,0.021000,0.120139,0.001953,0.021000,0.115863,0.011116,0.014000,0.082837,-0.003559,-0.004000,0.112911,0.009166,0.011000,0.114248,0.016022,0.014000,0.114158,0.021050,0.015000
basic,2025-05-20T19:48:26.530420,/camera/rgb/image_rect_color,True,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,0.026429,0.007874,0.000000,0.070321,0.002903,-0.002000,0.116045,-0.004166,0.005000,0.119178,0.000594,0.005000,0.085213,-0.048944,0.033000,0.131255,-0.033102,0.048000,0.142291,-0.009298,0.033000,0.143194,0.010482,0.020000,0.085814,-0.047477,0.029000,0.134137,-0.022513,0.033000,0.141594,0.007239,0.020000,0.135190,0.023454,0.020000,0.086633,-0.035376,0.013000,0.131004,-0.012903,0.013000,0.136870,0.013590,0.019000,,,,0.087372,-0.019079,-0.002000,0.122310,-0.000993,0.005000,0.130828,0.016269,0.015000,,,
basic,2025-05-20T19:48:52.560235,/camera/rgb/image_rect_color,True,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,0.033471,-0.027462,0.008000,0.083476,-0.051055,0.005000,0.120960,-0.058600,0.000000,0.154143,-0.058363,0.003000,0.099810,-0.054965,0.001000,0.147103,-0.060146,0.003000,0.168105,-0.059762,0.008000,0.176832,-0.057099,0.019000,0.104735,-0.026341,-0.012000,0.161182,-0.024490,0.003000,0.175191,-0.025668,0.008000,0.176939,-0.025426,0.010000,0.105928,0.000667,-0.007000,0.159423,0.002251,0.003000,0.171648,-0.000546,0.008000,0.171648,-0.004135,0.008000,0.106832,0.028606,0.001000,0.148960,0.030384,0.001000,0.161117,0.025805,0.005000,,,
basic,2025-05-20T19:48:56.652185,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.027003,-0.023064,0.011000,0.073188,-0.041300,0.005000,0.107977,-0.044986,0.003000,0.131068,-0.041657,0.020000,0.100243,-0.060159,0.011000,0.143095,-0.053633,0.027000,0.150032,-0.042357,0.032000,0.146740,-0.032197,0.025000,0.100202,-0.035338,-0.005000,0.145273,-0.020450,0.018000,0.143653,-0.008383,0.015000,0.135177,-0.005542,0.010000,0.095535,-0.008242,-0.009000,0.142095,0.005198,0.011000,0.141851,0.014869,0.016000,0.131694,0.017391,0.010000,0.092021,0.019453,-0.008000,0.130083,0.031121,0.008000,0.135293,0.032881,0.008000,0.131820,0.034640,0.008000
basic,2025-05-20T19:49:03.550801,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.022853,-0.026184,0.012000,0.048706,-0.049236,0.032000,0.092032,-0.048102,0.022000,0.125268,-0.037466,0.046000,0.090407,-0.044653,0.021000,0.116826,-0.041601,0.039000,0.120030,-0.039430,0.044000,0.121818,-0.035808,0.044000,0.092902,-0.013808,0.014000,0.120030,-0.010457,0.044000,0.111555,-0.013473,0.017000,0.092902,-0.013808,0.014000,0.084070,0.014341,0.016000,0.107945,0.017770,0.039000,0.106018,0.011573,0.021000,0.094301,0.009247,0.017000,0.068139,0.037570,0.019000,0.091706,0.042179,0.025000,0.098482,0.039005,0.027000,0.101695,0.037766,0.030000
basic,2025-05-20T19:49:06.182498,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.020589,-0.028394,0.006000,0.056963,-0.057264,0.012000,0.097679,-0.063136,0.001000,0.121672,-0.070909,0.017000,0.088978,-0.057870,0.003000,0.136762,-0.065277,0.024000,0.135150,-0.061869,0.022000,0.125123,-0.056928,0.017000,0.095038,-0.031267,-0.005000,0.140071,-0.035002,0.027000,0.132024,-0.032460,0.017000,0.114848,-0.030953,-0.002000,0.094670,-0.001997,-0.002000,0.138504,-0.007062,0.024000,0.132094,-0.008124,0.016000,0.119189,-0.006008,0.006000,0.093689,0.024989,0.006000,0.128277,0.024167,0.021000,0.131538,0.019399,0.024000,0.126542,0.018895,0.021000
basic,2025-05-20T19:49:16.277105,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.032485,-0.031069,0.006000,0.084919,-0.052192,0.008000,0.116346,-0.052452,0.004000,0.132515,-0.035780,0.013000,0.100618,-0.050888,0.001000,0.145211,-0.040748,0.018000,0.134279,-0.039355,0.013000,0.118089,-0.036554,0.004000,0.095364,-0.022048,-0.009000,0.137987,-0.012194,0.016000,0.125065,-0.013591,0.004000,0.105683,-0.014871,-0.007000,0.090209,0.006451,-0.004000,0.131002,0.015025,0.018000,0.121772,0.010106,0.009000,0.107504,0.010244,-0.002000,0.081483,0.033923,0.003000,0.106010,0.038924,0.011000,0.114958,0.038050,0.016000,0.118638,0.036973,0.020000
basic,2025-05-20T19:49:21.700654,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.037179,-0.018711,0.005000,0.087344,-0.022673,-0.002000,0.123066,-0.004211,-0.008000,0.136961,0.008778,0.001000,0.116272,-0.009529,-0.010000,0.153101,0.027731,0.013000,0.145984,0.025576,0.010000,0.131724,0.024011,-0.002000,0.102829,0.011658,-0.019000,0.132107,0.044903,0.010000,0.121609,0.042378,0.005000,0.111206,0.036650,-0.010000,0.082747,0.032219,-0.017000,0.111271,0.061577,0.005000,0.104398,0.057387,0.001000,0.097713,0.050165,-0.011000,0.058730,0.052384,-0.008000,0.080740,0.067819,-0.008000,0.087344,0.072424,-0.002000,0.090711,0.074549,0.000000
basic,2025-05-20T19:49:24.491046,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.046551,-0.020092,0.005000,0.100044,-0.029214,0.026000,0.127986,-0.020988,0.044000,0.136142,0.006385,-0.004000,0.122776,0.007532,-0.009000,0.153448,0.035655,0.011000,0.148135,0.027929,0.005000,0.132763,0.014499,-0.007000,0.106271,0.030516,-0.013000,0.129564,0.053281,0.013000,0.122779,0.039342,-0.010000,0.109553,0.023957,-0.012000,0.082627,0.048735,-0.004000,0.096085,0.058540,-0.006000,0.102756,0.058540,-0.006000,0.091221,0.037814,-0.009000,0.066710,0.066032,0.007000,0.068408,0.069471,0.007000,0.075199,0.069471,0.007000,0.080714,0.063023,0.000000
basic,2025-05-20T19:49:33.203775,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.006556,-0.030275,0.007000,0.026174,-0.064914,0.012000,0.048069,-0.087092,0.012000,0.056857,-0.105580,0.025000,0.055675,-0.083699,0.001000,0.088290,-0.114888,0.018000,0.097557,-0.120532,0.021000,0.099402,-0.118663,0.021000,0.071904,-0.062108,-0.004000,0.106711,-0.092525,0.019000,0.112320,-0.092494,0.021000,0.104698,-0.087046,0.014000,0.080859,-0.036403,0.000000,0.117603,-0.064710,0.016000,0.121546,-0.068194,0.021000,0.117704,-0.066470,0.018000,0.088209,-0.009468,0.012000,0.119332,-0.029608,0.014000,0.130640,-0.042183,0.019000,0.132894,-0.045466,0.025000
basic,2025-05-20T19:49:49.982801,/camera/rgb/image_rect_color,True,True,-1.0,21,21,20,20,0.000000,0.000000,0.000000,0.031153,-0.033045,-0.026000,0.062264,-0.058903,-0.037000,0.095982,-0.066786,-0.038000,0.117997,-0.060300,-0.039000,0.046738,-0.063916,-0.031000,0.098561,-0.066786,-0.038000,0.119284,-0.060300,-0.039000,0.121419,-0.054818,-0.034000,0.043953,-0.036574,-0.036000,0.106298,-0.035440,-0.038000,0.126456,-0.034910,-0.032000,0.125153,-0.032269,-0.032000,0.047835,-0.009047,-0.036000,0.105835,-0.008777,-0.034000,0.124828,-0.010626,-0.028000,0.122460,-0.012339,-0.031000,0.054777,0.017896,-0.032000,0.100391,0.020536,-0.032000,0.116859,0.014809,-0.027000,,,
basic,2025-05-20T19:50:04.698084,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.021625,-0.029207,0.000000,0.054337,-0.057904,0.017000,0.094014,-0.061485,-0.006000,0.115365,-0.064295,-0.002000,0.095539,-0.058652,-0.008000,0.138541,-0.059680,0.007000,0.138541,-0.055250,0.007000,0.128303,-0.054069,-0.001000,0.101588,-0.027668,-0.017000,0.140136,-0.028210,0.013000,0.128294,-0.027983,-0.003000,0.110002,-0.027668,-0.017000,0.099892,0.000203,-0.010000,0.135737,-0.004245,0.014000,0.126871,-0.005499,0.003000,0.109822,-0.004108,-0.010000,0.097988,0.024989,0.001000,0.126893,0.024123,0.014000,0.123956,0.020522,0.010000,0.113909,0.017372,-0.001000
basic,2025-05-20T19:50:09.375855,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.029632,-0.028353,-0.002000,0.075478,-0.056676,-0.008000,0.110607,-0.064253,-0.018000,0.134775,-0.066931,-0.008000,0.093459,-0.058452,-0.017000,0.144926,-0.061011,-0.006000,0.146424,-0.056491,-0.003000,0.137670,-0.052237,-0.007000,0.098111,-0.031491,-0.023000,0.146440,-0.032790,-0.002000,0.143509,-0.032864,-0.003000,0.126246,-0.032461,-0.017000,0.097736,-0.003581,-0.017000,0.145007,-0.008902,0.000000,0.142069,-0.011977,-0.001000,0.126130,-0.008559,-0.010000,0.098618,0.022434,-0.008000,0.136217,0.018419,0.004000,0.142158,0.013169,0.009000,0.136217,0.009461,0.004000
basic,2025-05-20T19:50:13.885316,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.018851,-0.033906,-0.004000,0.055641,-0.062605,-0.030000,0.083540,-0.085968,-0.036000,0.111897,-0.097483,-0.035000,0.060376,-0.068557,-0.033000,0.101935,-0.098924,-0.035000,0.121771,-0.103269,-0.033000,0.124587,-0.098933,-0.032000,0.073297,-0.045002,-0.045000,0.121904,-0.073014,-0.036000,0.137459,-0.077203,-0.032000,0.137459,-0.075754,-0.032000,0.082445,-0.020137,-0.039000,0.130581,-0.044658,-0.041000,0.144631,-0.052792,-0.035000,0.141796,-0.054303,-0.036000,0.093125,0.002472,-0.032000,0.129041,-0.012701,-0.037000,0.144624,-0.025285,-0.034000,0.147480,-0.035592,-0.036000
basic,2025-05-20T19:50:17.509036,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.043559,-0.019700,-0.014000,0.096138,-0.024261,-0.034000,0.136604,-0.010664,-0.030000,0.155536,0.003739,-0.033000,0.102877,-0.012227,-0.046000,0.139745,0.024379,-0.042000,0.149748,0.032126,-0.039000,0.148311,0.032126,-0.039000,0.084949,0.010126,-0.051000,0.124942,0.048403,-0.030000,0.130773,0.049880,-0.030000,0.126637,0.041405,-0.036000,0.068374,0.032901,-0.043000,0.104385,0.062117,-0.028000,0.110104,0.064028,-0.026000,0.107657,0.055178,-0.033000,0.052052,0.055786,-0.030000,0.081905,0.075122,-0.023000,0.090274,0.077781,-0.018000,0.089372,0.071910,-0.024000
basic,2025-05-20T19:50:23.579818,/camera/rgb/image_rect_color,True,True,-1.0,21,21,21,21,0.000000,0.000000,0.000000,0.036496,-0.022502,-0.007000,0.089162,-0.041890,-0.018000,0.123328,-0.043395,-0.018000,0.145398,-0.045803,-0.011000,0.101245,-0.048077,-0.020000,0.146928,-0.038295,-0.012000,0.158855,-0.028400,-0.005000,0.152794,-0.022260,-0.005000,0.101190,-0.024303,-0.034000,0.148299,-0.005668,-0.007000,0.145337,-0.001384,-0.009000,0.126239,0.000400,-0.017000,0.094840,0.004415,-0.029000,0.139313,0.018451,-0.009000,0.137848,0.018267,-0.010000,0.121708,0.018671,-0.016000,0.090106,0.030181,-0.026000,0.122809,0.039594,-0.010000,0.127263,0.039811,-0.009000,0.124313,0.036548,-0.010000
basic,2025-05-20T19:50:38.459706,/camera/rgb/image_rect_color,True,True,-1.0,21,21,19,19,0.000000,0.000000,0.000000,0.032059,-0.036036,-0.017000,0.065482,-0.063392,-0.046000,0.099207,-0.065453,-0.051000,,,,,,,0.108445,-0.054672,-0.053000,0.127330,-0.052066,-0.054000,0.124804,-0.046386,-0.053000,0.051759,-0.032467,-0.045000,0.111345,-0.026856,-0.052000,0.128733,-0.025865,-0.047000,0.122651,-0.027848,-0.050000,0.050653,-0.003542,-0.041000,0.106373,-0.001237,-0.049000,0.123798,-0.004242,-0.044000,0.119462,-0.007274,-0.045000,0.057849,0.022644,-0.038000,0.099036,0.024076,-0.043000,0.115335,0.020083,-0.037000,0.119717,0.014671,-0.036000
